issn|area|titulo|estrato|classificacao
1677-9037|CIÊNCIA DA COMPUTAÇÃO|Revista UFG (Impresso)|C|Atualizada em 2012
1645-6726|CIÊNCIA DA COMPUTAÇÃO|Revstat Statistical Journal|B3|Atualizada em 2012
0992-499X|CIÊNCIA DA COMPUTAÇÃO|Revue d'Intelligence Artificielle|B5|Atualizada em 2012
1965-0906|CIÊNCIA DA COMPUTAÇÃO|Revue TAL|C|Atualizada em 2012
1646-9895|CIÊNCIA DA COMPUTAÇÃO|RISTI (Porto)|C|Atualizada em 2012
0263-5747|CIÊNCIA DA COMPUTAÇÃO|Robotica (Cambridge. Print)|B2|Atualizada em 2012
0921-8890|CIÊNCIA DA COMPUTAÇÃO|Robotics and Autonomous Systems (Print)|A2|Atualizada em 2012
0736-5845|CIÊNCIA DA COMPUTAÇÃO|Robotics and Computer-Integrated Manufacturing|A2|Atualizada em 2012
1807-1147|CIÊNCIA DA COMPUTAÇÃO|RPA Brasil (Maringá)|C|Atualizada em 2012
1514-6774|CIÊNCIA DA COMPUTAÇÃO|SADIO Electronic Journal of Informatics and Operations Research|B5|Atualizada em 2012
1062-936X|CIÊNCIA DA COMPUTAÇÃO|SAR and QSAR in Environmental Research (Print)|B2|Atualizada em 2012
1895-1767|CIÊNCIA DA COMPUTAÇÃO|Scalable Computing. Practice and Experience|B5|Atualizada em 2012
1009-2757|CIÊNCIA DA COMPUTAÇÃO|Science in China. Series F, Information Sciences|B5|Atualizada em 2012
0167-6423|CIÊNCIA DA COMPUTAÇÃO|Science of Computer Programming (Print)|B1|Atualizada em 2012
1980-2145|CIÊNCIA DA COMPUTAÇÃO|Science of Computing|B5|Atualizada em 2012
0104-1770|CIÊNCIA DA COMPUTAÇÃO|Scientia (UNISINOS)|C|Atualizada em 2012
1808-2793|CIÊNCIA DA COMPUTAÇÃO|Scientia Plena|C|Atualizada em 2012
1588-2861|CIÊNCIA DA COMPUTAÇÃO|Scientometrics (Online)|A2|Atualizada em 2012
0138-9130|CIÊNCIA DA COMPUTAÇÃO|Scientometrics (Print)|A2|Atualizada em 2012
2178-8324|CIÊNCIA DA COMPUTAÇÃO|Segurança, Justiça e Cidadania: Pesquisas Aplicadas em Segurança Pública|C|Atualizada em 2012
1570-0844|CIÊNCIA DA COMPUTAÇÃO|Semantic Web: interoperability, usability, applicability|B4|Atualizada em 2012
1676-5451|CIÊNCIA DA COMPUTAÇÃO|Semina. Ciências Exatas e Tecnológicas (Impresso)|C|Atualizada em 2012
0037-1998|CIÊNCIA DA COMPUTAÇÃO|Semiotica (Berlin)|B2|Atualizada em 2012
1726-5479|CIÊNCIA DA COMPUTAÇÃO|Sensors & Transducers|C|Atualizada em 2012
1424-8220|CIÊNCIA DA COMPUTAÇÃO|Sensors (Basel)|A2|Atualizada em 2012
0925-4005|CIÊNCIA DA COMPUTAÇÃO|Sensors and Actuators. B, Chemical|B1|Atualizada em 2012
0927-6947|CIÊNCIA DA COMPUTAÇÃO|Set-Valued Analysis|B2|Atualizada em 2012
1095-7111|CIÊNCIA DA COMPUTAÇÃO|SIAM Journal on Computing|A1|Atualizada em 2012
0097-5397|CIÊNCIA DA COMPUTAÇÃO|SIAM Journal on Computing (Print)|A1|Atualizada em 2012
1095-7138|CIÊNCIA DA COMPUTAÇÃO|SIAM Journal on Control and Optimization|A2|Atualizada em 2012
0363-0129|CIÊNCIA DA COMPUTAÇÃO|SIAM Journal on Control and Optimization (Print)|A2|Atualizada em 2012
1095-7146|CIÊNCIA DA COMPUTAÇÃO|SIAM Journal on Discrete Mathematics|B1|Atualizada em 2012
0895-4801|CIÊNCIA DA COMPUTAÇÃO|SIAM Journal on Discrete Mathematics (Print)|B1|Atualizada em 2012
1095-7170|CIÊNCIA DA COMPUTAÇÃO|SIAM Journal on Numerical Analysis (Online)|A1|Atualizada em 2012
1095-7189|CIÊNCIA DA COMPUTAÇÃO|SIAM Journal on Optimization|A1|Atualizada em 2012
1052-6234|CIÊNCIA DA COMPUTAÇÃO|SIAM Journal on Optimization (Print)|A1|Atualizada em 2012
1095-7197|CIÊNCIA DA COMPUTAÇÃO|SIAM Journal on Scientific Computing (Online)|A1|Atualizada em 2012
1064-8275|CIÊNCIA DA COMPUTAÇÃO|SIAM Journal on Scientific Computing (Print)|A1|Atualizada em 2012
1096-3936|CIÊNCIA DA COMPUTAÇÃO|SIGCSE Bulletin Inroads|B4|Atualizada em 2012
0163-5808|CIÊNCIA DA COMPUTAÇÃO|SIGMOD Record|A1|Atualizada em 2012
0165-1684|CIÊNCIA DA COMPUTAÇÃO|Signal Processing (Print)|A1|Atualizada em 2012
1946-7729|CIÊNCIA DA COMPUTAÇÃO|SIGSPATIAL Special|B5|Atualizada em 2012
0037-5497|CIÊNCIA DA COMPUTAÇÃO|Simulation (San Diego, Calif.)|B3|Atualizada em 2012
1569-190X|CIÊNCIA DA COMPUTAÇÃO|Simulation Modelling Practice and Theory|B2|Atualizada em 2012
1879-1433|CIÊNCIA DA COMPUTAÇÃO|Simulation practice and theory (Online)|B3|Atualizada em 2012
0894-4393|CIÊNCIA DA COMPUTAÇÃO|Social Science Computer Review|B2|Atualizada em 2012
1517-4522|CIÊNCIA DA COMPUTAÇÃO|Sociologias (UFRGS. Impresso)|C|Atualizada em 2012
1433-7479|CIÊNCIA DA COMPUTAÇÃO|Soft Computing|B1|Atualizada em 2012
1619-1366|CIÊNCIA DA COMPUTAÇÃO|Software and Systems Modeling (Print)|B1|Atualizada em 2012
0163-5948|CIÊNCIA DA COMPUTAÇÃO|Software Engineering Notes|B4|Atualizada em 2012
1099-1670|CIÊNCIA DA COMPUTAÇÃO|Software Process Improvement and Practice (Online)|B2|Atualizada em 2012
1077-4866|CIÊNCIA DA COMPUTAÇÃO|Software Process Improvement and Practice (Print)|B2|Atualizada em 2012
0963-9314|CIÊNCIA DA COMPUTAÇÃO|Software Quality Journal|B2|Atualizada em 2012
1573-1367|CIÊNCIA DA COMPUTAÇÃO|Software Quality Journal (Online)|B2|Atualizada em 2012
0960-0833|CIÊNCIA DA COMPUTAÇÃO|Software Testing, Verification & Reliability|B1|Atualizada em 2012
1099-1689|CIÊNCIA DA COMPUTAÇÃO|Software Testing, Verification and Reliability|B1|Atualizada em 2012
0038-0644|CIÊNCIA DA COMPUTAÇÃO|Software, Practice & Experience (Print)|A2|Atualizada em 2012
1097-024X|CIÊNCIA DA COMPUTAÇÃO|Software: Practice and Experience|A2|Atualizada em 2012
0167-1987|CIÊNCIA DA COMPUTAÇÃO|Soil & Tillage Research|B2|Atualizada em 2012
0038-0938|CIÊNCIA DA COMPUTAÇÃO|Solar Physics|B2|Atualizada em 2012
1135-1349|CIÊNCIA DA COMPUTAÇÃO|Sorites (Madrid)|C|Atualizada em 2012
0167-6393|CIÊNCIA DA COMPUTAÇÃO|Speech Communication (Print)|A2|Atualizada em 2012
|CIÊNCIA DA COMPUTAÇÃO|SPIE Medical Imaging|C|Atualizada em 2012
1818-2259|CIÊNCIA DA COMPUTAÇÃO|SPIE Newsroom|C|Atualizada em 2012
1677-9185|CIÊNCIA DA COMPUTAÇÃO|SQL magazine|C|Atualizada em 2012
1932-1864|CIÊNCIA DA COMPUTAÇÃO|Statistical Analysis and Data Mining|B4|Atualizada em 2012
1932-1872|CIÊNCIA DA COMPUTAÇÃO|Statistical Analysis and Data Mining (Online)|B4|Atualizada em 2012
1572-3127|CIÊNCIA DA COMPUTAÇÃO|Statistical Methodology|B4|Atualizada em 2012
1618-2510|CIÊNCIA DA COMPUTAÇÃO|Statistical Methods & Applications|B4|Atualizada em 2012
0932-5026|CIÊNCIA DA COMPUTAÇÃO|Statistical Papers (1988)|B3|Atualizada em 2012
0167-7152|CIÊNCIA DA COMPUTAÇÃO|Statistics & Probability Letters|B2|Atualizada em 2012
0233-1888|CIÊNCIA DA COMPUTAÇÃO|Statistics (Berlin)|B3|Atualizada em 2012
1573-1375|CIÊNCIA DA COMPUTAÇÃO|Statistics and Computing (Online)|B1|Atualizada em 2012
0277-6715|CIÊNCIA DA COMPUTAÇÃO|Statistics in Medicine (Print)|B2|Atualizada em 2012
0736-2994|CIÊNCIA DA COMPUTAÇÃO|Stochastic Analysis and Applications (Print)|B4|Atualizada em 2012
1436-3240|CIÊNCIA DA COMPUTAÇÃO|Stochastic Environmental Research and Risk Assessment (Print)|B2|Atualizada em 2012
1615-1488|CIÊNCIA DA COMPUTAÇÃO|Structural and Multidisciplinary Optimization (Internet)|A2|Atualizada em 2012
1615-147X|CIÊNCIA DA COMPUTAÇÃO|Structural and Multidisciplinary Optimization (Print)|A2|Atualizada em 2012
0039-3215|CIÊNCIA DA COMPUTAÇÃO|Studia Logica|B2|Atualizada em 2012
0926-9630|CIÊNCIA DA COMPUTAÇÃO|Studies in Health Technology and Informatics|B2|Atualizada em 2012
0039-7857|CIÊNCIA DA COMPUTAÇÃO|Synthese (Dordrecht)|B2|Atualizada em 2012
1573-0964|CIÊNCIA DA COMPUTAÇÃO|Synthese (Dordrecht. Online)|B2|Atualizada em 2012
1415-8892|CIÊNCIA DA COMPUTAÇÃO|T & N Petróleo|C|Atualizada em 2012
1678-3824|CIÊNCIA DA COMPUTAÇÃO|T&C Amazônia|C|Atualizada em 2012
1055-4181|CIÊNCIA DA COMPUTAÇÃO|Technology and Disability|B2|Atualizada em 2012
1819-4575|CIÊNCIA DA COMPUTAÇÃO|Tecnología & Desarrollo (Trujillo)|C|Atualizada em 2012
1572-9451|CIÊNCIA DA COMPUTAÇÃO|Telecommunication Systems|B1|Atualizada em 2012
1018-4864|CIÊNCIA DA COMPUTAÇÃO|Telecommunications Systems|B1|Atualizada em 2012
1516-2338|CIÊNCIA DA COMPUTAÇÃO|Telecomunicações (Santa Rita do Sapucaí)|C|Atualizada em 2012
1677-1966|CIÊNCIA DA COMPUTAÇÃO|TEMA. Tendências em Matemática Aplicada e Computacional|B4|Atualizada em 2012
1577-3760|CIÊNCIA DA COMPUTAÇÃO|Textos de la Cibersociedad|C|Atualizada em 2012
0738-4602|CIÊNCIA DA COMPUTAÇÃO|The AI Magazine|A2|Atualizada em 2012
0002-9637|CIÊNCIA DA COMPUTAÇÃO|The American Journal of Tropical Medicine and Hygiene|B1|Atualizada em 2012
0002-9890|CIÊNCIA DA COMPUTAÇÃO|The American Mathematical Monthly|B2|Atualizada em 2012
|CIÊNCIA DA COMPUTAÇÃO|The Australasian Journal of Combinatorics|B4|Atualizada em 2012
1079-8986|CIÊNCIA DA COMPUTAÇÃO|The Bulletin of Symbolic Logic|B1|Atualizada em 2012
1077-8926|CIÊNCIA DA COMPUTAÇÃO|The Electronic Journal of Combinatorics|B2|Atualizada em 2012
1081-3810|CIÊNCIA DA COMPUTAÇÃO|The Electronic Journal of Linear Algebra|B3|Atualizada em 2012
1434-6028|CIÊNCIA DA COMPUTAÇÃO|The European Physical Journal. B, Condensed Matter Physics (Print)|B2|Atualizada em 2012
0256-6419|CIÊNCIA DA COMPUTAÇÃO|The FIEP Bulletin|C|Atualizada em 2012
1727-5997|CIÊNCIA DA COMPUTAÇÃO|The IEEE Intelligent Informatics Bulletin|B5|Atualizada em 2012
1809-9807|CIÊNCIA DA COMPUTAÇÃO|The International Journal of Forensic Computer Science (Impresso)|B5|Atualizada em 2012
1094-3420|CIÊNCIA DA COMPUTAÇÃO|The International Journal of High Performance Computing Applications|B1|Atualizada em 2012
1478-5951|CIÊNCIA DA COMPUTAÇÃO|The International Journal of Medical Robotics and Computer Assisted Surgery (Print)|B2|Atualizada em 2012
0278-3649|CIÊNCIA DA COMPUTAÇÃO|The International Journal of Robotics Research|A1|Atualizada em 2012
1076-9757|CIÊNCIA DA COMPUTAÇÃO|The Journal of Artificial Intelligence Research (Print)|A1|Atualizada em 2012
0021-9258|CIÊNCIA DA COMPUTAÇÃO|The Journal of Biological Chemistry (Print)|B1|Atualizada em 2012
0887-4417|CIÊNCIA DA COMPUTAÇÃO|The Journal of Computer Information Systems|B1|Atualizada em 2012
1126-6708|CIÊNCIA DA COMPUTAÇÃO|The Journal of High Energy Physics|B1|Atualizada em 2012
0163-4453|CIÊNCIA DA COMPUTAÇÃO|The Journal of Infection|B1|Atualizada em 2012
0897-3962|CIÊNCIA DA COMPUTAÇÃO|The Journal of Integral Equations and Applications|B5|Atualizada em 2012
0270-6474|CIÊNCIA DA COMPUTAÇÃO|The Journal of Neuroscience|B1|Atualizada em 2012
1465-1211|CIÊNCIA DA COMPUTAÇÃO|The Journal of Risk|B2|Atualizada em 2012
1573-0484|CIÊNCIA DA COMPUTAÇÃO|The Journal of Supercomputing (Dordrecht. Online)|B2|Atualizada em 2012
0164-1212|CIÊNCIA DA COMPUTAÇÃO|The Journal of Systems and Software|A2|Atualizada em 2012
0178-2789|CIÊNCIA DA COMPUTAÇÃO|The Visual Computer|B1|Atualizada em 2012
1432-2315|CIÊNCIA DA COMPUTAÇÃO|The Visual Computer (Internet)|B1|Atualizada em 2012
1066-8888|CIÊNCIA DA COMPUTAÇÃO|The VLDB Journal|A2|Atualizada em 2012
0304-3975|CIÊNCIA DA COMPUTAÇÃO|Theoretical Computer Science|A1|Atualizada em 2012
1471-0684|CIÊNCIA DA COMPUTAÇÃO|Theory and Practice of Logic Programming|B1|Atualizada em 2012
1475-3081|CIÊNCIA DA COMPUTAÇÃO|Theory and Practice of Logic Programming (Online)|B1|Atualizada em 2012
1432-4350|CIÊNCIA DA COMPUTAÇÃO|Theory of Computing Systems|B2|Atualizada em 2012
1560-604X|CIÊNCIA DA COMPUTAÇÃO|Thermology International|C|Atualizada em 2012
0041-0101|CIÊNCIA DA COMPUTAÇÃO|Toxicon (Oxford)|B2|Atualizada em 2012
1516-0025|CIÊNCIA DA COMPUTAÇÃO|Traços (UNAMA)|C|Atualizada em 2012
1361-1682|CIÊNCIA DA COMPUTAÇÃO|Transactions in GIS (Print)|B2|Atualizada em 2012
1864-3027|CIÊNCIA DA COMPUTAÇÃO|Transactions on Aspect-Oriented Software Development (Print)|B5|Atualizada em 2012
1866-4733|CIÊNCIA DA COMPUTAÇÃO|Transactions on Computational Science (Print)|B5|Atualizada em 2012
1869-6015|CIÊNCIA DA COMPUTAÇÃO|Transactions on Pattern Languages of Programming|B5|Atualizada em 2012
0041-1132|CIÊNCIA DA COMPUTAÇÃO|Transfusion (Arlington, Va.)|B2|Atualizada em 2012
0103-3786|CIÊNCIA DA COMPUTAÇÃO|Transinformação|C|Atualizada em 2012
0041-1345|CIÊNCIA DA COMPUTAÇÃO|Transplantation Proceedings|B2|Atualizada em 2012
0968-090X|CIÊNCIA DA COMPUTAÇÃO|Transportation Research. Part C, Emerging Technologies|B2|Atualizada em 2012
0041-1655|CIÊNCIA DA COMPUTAÇÃO|Transportation Science|B2|Atualizada em 2012
1946-3111|CIÊNCIA DA COMPUTAÇÃO|Transportation, Theory and Application|C|Atualizada em 2012
2237-1346|CIÊNCIA DA COMPUTAÇÃO|Transportes (Rio de Janeiro)|C|Atualizada em 2012
1994-4608|CIÊNCIA DA COMPUTAÇÃO|Ubiquitous Computing and Communication Journal (Print)|C|Atualizada em 2012
1615-5289|CIÊNCIA DA COMPUTAÇÃO|Universal Access in the Information Society (Print)|B1|Atualizada em 2012
1517-1779|CIÊNCIA DA COMPUTAÇÃO|Universidade e Sociedade (Brasília)|C|Atualizada em 2012
1573-1391|CIÊNCIA DA COMPUTAÇÃO|User Modeling and User-Adapted Interaction (Online)|B1|Atualizada em 2012
1519-9886|CIÊNCIA DA COMPUTAÇÃO|Varia Scientia (UNIOESTE)|C|Atualizada em 2012
0102-7352|CIÊNCIA DA COMPUTAÇÃO|Vetor (FURG)|C|Atualizada em 2012
0104-270X|CIÊNCIA DA COMPUTAÇÃO|Vidya (Santa Maria. Impresso)|C|Atualizada em 2012
0043-1737|CIÊNCIA DA COMPUTAÇÃO|Weed Research (Print)|B2|Atualizada em 2012
0950-7116|CIÊNCIA DA COMPUTAÇÃO|Welding International|B3|Atualizada em 2012
1530-8677|CIÊNCIA DA COMPUTAÇÃO|Wireless Communications and Mobile Computing|B1|Atualizada em 2012
1530-8669|CIÊNCIA DA COMPUTAÇÃO|Wireless Communications and Mobile Computing (Print)|B1|Atualizada em 2012
1022-0038|CIÊNCIA DA COMPUTAÇÃO|Wireless Networks|A1|Atualizada em 2012
1572-8196|CIÊNCIA DA COMPUTAÇÃO|Wireless Networks (Online)|A1|Atualizada em 2012
0929-6212|CIÊNCIA DA COMPUTAÇÃO|Wireless Personal Communications|B3|Atualizada em 2012
0937-6429|CIÊNCIA DA COMPUTAÇÃO|Wirtschaftsinformatik|C|Atualizada em 2012
1386-145X|CIÊNCIA DA COMPUTAÇÃO|World Wide Web (Bussum)|B1|Atualizada em 2012
1991-8755|CIÊNCIA DA COMPUTAÇÃO|WSEAS Transactions on Computer Research|C|Atualizada em 2012
1109-2750|CIÊNCIA DA COMPUTAÇÃO|WSEAS Transactions on Computers|C|Atualizada em 2012
0373-2703|CIÊNCIA DA COMPUTAÇÃO|Zapiski Naucnyh Seminarov Leningradskogo Otdelenia Ordena Lenina Matematiceskogo Instituta im. V.A. Steklova Akademii Nauk SSSR|C|Atualizada em 2012
0939-5075|CIÊNCIA DA COMPUTAÇÃO|Zeitschrift fur Naturforschung. C, A Journal of Biosciences|B2|Atualizada em 2012

