ISSN|area|titulo|estrato|ano
1517-1779|HISTÓRIA|Universidade e Sociedade (Brasília)|B4|2008
0104-3528|HISTÓRIA|Universidade e Sociedade (UEM)|B5|2008
1415-2517|HISTÓRIA|Universitária (Associação de Ensino Marechal Cândido Rondon)|B5|2008
1808-4664|HISTÓRIA|Universitas (Fernandinópolis)|B5|2008
1676-0298|HISTÓRIA|Universitas. História (UNICEUB, Cessou em 2001)|C|2008
1984-4417|HISTÓRIA|Universos da História|B5|2008
0716-498X|HISTÓRIA|Universum (Talca. Impresa)|B1|2008
1982-0569|HISTÓRIA|Urbana - Revista Eletrônica do Centro Interdisciplinar de Estudos da Cidade|B4|2008
|HISTÓRIA|Urbanismo de Origem Portuguesa|B4|2008
1414-8323|HISTÓRIA|Urbs (São Paulo)|B4|2008
1414-5731|HISTÓRIA|Urdimento (UDESC)|B5|2008
1676-2525|HISTÓRIA|Vale (Assis)|B5|2008
0104-8775|HISTÓRIA|Varia História (UFMG. Impresso)|A1|2008
1519-9886|HISTÓRIA|Varia Scientia (UNIOESTE)|B5|2008
1396-0482|HISTÓRIA|Variaciones Borges|B5|2008
1678-183X|HISTÓRIA|Verba Juris (UFPB)|B5|2008
1415-2533|HISTÓRIA|Veredas (UFJF. Impresso)|B5|2008
1982-4238|HISTÓRIA|Veredas da História|B4|2008
1806-3845|HISTÓRIA|Veredas do Direito (Belo Horizonte)|B5|2008
1984-8463|HISTÓRIA|Veredas FAVIP (Online)|B5|2008
1981-061X|HISTÓRIA|Verinotio (Belo Horizonte)|B5|2008
0042-3955|HISTÓRIA|Veritas (Porto Alegre. Impresso)|A2|2008
0104-8473|HISTÓRIA|Vertentes (UFSJ)|B5|2008
0042-4447|HISTÓRIA|Vértice (Lisboa)|B2|2008
1981-5875|HISTÓRIA|Vestígios. Revista Latino-Americana de Arqueologia Histórica|B4|2008
1518-1227|HISTÓRIA|Via Mundi (UnB)|B5|2008
0873-1233|HISTÓRIA|Via Spiritus (Porto)|B2|2008
1676-0131|HISTÓRIA|Via Teológica|B4|2008
1518-0336|HISTÓRIA|Vínculo (Unimontes)|B5|2008
1679-6985|HISTÓRIA|Vinheta|C|2008
1808-9011|HISTÓRIA|Virtú (UFJF)|B5|2008
1981-4062|HISTÓRIA|Viso : Cadernos de Estética Aplicada|B5|2008
0104-3064|HISTÓRIA|Vivencia (UFRN)|B5|2008
1515-1573|HISTÓRIA|Voces Recobradas|B4|2008
1808-9917|HISTÓRIA|Vozes em Diálogo|B5|2008
1089-2079|HISTÓRIA|Woodstock Report|B2|2008
1574-6577|HISTÓRIA|Zemzem (Amsterdam)|B5|2008
